UC ID/ Serial No.,PROVINCE,DISTRICT,TEHSIL,TEHSIL - CODE,UC NAME,UC_UR,UC Number,UC CODE,LATITUDE,LONGITUDE,NUMBER OF VILLAGES,VILLAGE NUMBER,VILLAGE CODE,VILLAGE NAME
26450,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,ABBOTTABAD  CANTONMENT,Urban,1,131121,34.1601199,73.220304,1,1,1311211,ABBOTTABAD  CANTONMENT
26451,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,18,13111218,SERIAN
26452,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,17,13111217,NAROTA
26453,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,16,13111216,MUSLIM ABAD
26454,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,15,13111215,LAMBA BAGLA
26455,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,14,13111214,KUTLI BAGH
26456,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,13,13111213,KOHALIAN
26457,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,12,13111212,KHAKWALA
26458,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,11,13111211,KEHAL
26459,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,10,13111210,KATHIALA BAGH
26460,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,9,1311129,KARATI BAGH
26461,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,8,1311128,JUMMA BAGLA
26462,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,7,1311127,JATT MAIRA
26463,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,6,1311126,JAGGIAN KOHALIAN
26464,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,5,1311125,DHERI KEHAL
26465,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,4,1311124,DHERI
26466,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,3,1311123,BOKERAY
26467,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,2,1311122,BAGH
26468,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGH,Rural,2,131112,34.094839,73.302232,18,1,1311121,BAGAR MAL
26469,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,12,13111312,TRAIDA
26470,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,11,13111311,SAIRI
26471,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,10,13111310,RAJPUT CHAMB
26472,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,9,1311139,PALAKKIAN
26473,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,8,1311138,MAIRA BANDI
26474,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,7,1311137,MAIRA
26475,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,6,1311136,GEYAH
26476,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,5,1311135,GALI BAGLA
26477,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,4,1311134,CHATTAR NATH THATHI
26478,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,3,1311133,CHAHAN
26479,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,2,1311132,BANDI
26480,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BAGNOTAR,Rural,3,131113,34.125267,73.338475,12,1,1311131,BAGNOTAR
26481,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,11,13111411,TANNAN
26482,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,10,13111410,SIAN DA KATHA
26483,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,9,1311149,SAJIKOT
26484,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,8,1311148,MOR KALAN
26485,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,7,1311147,MAST MAIRA
26486,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,6,1311146,HALMAIRA
26487,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,5,1311145,HALL MAIRA ZARIN
26488,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,4,1311144,GOJJARI
26489,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,3,1311143,CHITTA MAIRA
26490,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,2,1311142,CHABRIAN
26491,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BALDHERI,Rural,4,131114,34.2517497,73.23136116,11,1,1311141,BALDHERI
26492,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,36,13111536,TARNAWAI
26493,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,35,13111535,TARHERRI
26494,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,34,13111534,TARHANA
26495,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,33,13111533,SOYAGALI
26496,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,32,13111532,SHAMSHIR NAKKA
26497,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,31,13111531,SAMAISAR
26498,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,30,13111530,RIAN  DA MAIRA
26499,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,29,13111529,RIALA
26500,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,28,13111528,RANJHEN
26501,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,27,13111527,PAGA
26502,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,26,13111526,NIKKA PANI
26503,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,25,13111525,MURDY PATTIAN
26504,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,24,13111524,MANU DI BAN
26505,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,23,13111523,MANNAH
26506,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,22,13111522,MANGAL
26507,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,21,13111521,MANDROCH
26508,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,20,13111520,MAIRA PHAGAL
26509,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,19,13111519,MAIRA BATANG
26510,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,18,13111518,MAIRA BAN
26511,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,17,13111517,LOON PATTIAN
26512,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,16,13111516,LODHINA
26513,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,15,13111515,LARA GORA
26514,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,14,13111514,KHORI DE NALI
26515,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,13,13111513,KALU BANDI
26516,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,12,13111512,KALOOR
26517,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,11,13111511,KALIDHAR
26518,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,10,13111510,JABBRI
26519,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,9,1311159,HAZERRA
26520,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,8,1311158,HARI DI BAN
26521,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,7,1311157,GARLANIAN
26522,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,6,1311156,DUMKATCH
26523,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,5,1311155,CHATIIAN
26524,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,4,1311154,BEESALA
26525,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,3,1311153,BANDI DHONDAN
26526,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,2,1311152,BANDA PIR KHAN
26527,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BANDA PIR KHAN,Rural,5,131115,34.26326057,73.25616595,36,1,1311151,AKHORA
26528,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,26,13111626,UPPER BIRAN GALI
26529,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,25,13111625,TARHAT
26530,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,24,13111624,SERI
26531,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,23,13111623,SAHOOTAR
26532,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,22,13111622,RIYALA
26533,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,21,13111621,PEHLWAN
26534,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,20,13111620,NANEHALI
26535,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,19,13111619,MARI SHAREEF
26536,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,18,13111618,MANWAALI
26537,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,17,13111617,LOWER BIRAN GALI
26538,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,16,13111616,KHETAR
26539,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,15,13111615,KERI BIRAN GALI
26540,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,14,13111614,JOGIMAR
26541,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,13,13111613,JHAFAR
26542,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,12,13111612,HUNDYALA
26543,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,11,13111611,HERAN
26544,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,10,13111610,GEH
26545,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,9,1311169,DHERI HOTAR
26546,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,8,1311168,DHAKA
26547,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,7,1311167,DAKH DOGA
26548,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,6,1311166,BUNJ
26549,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,5,1311165,BRONGIALA
26550,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,4,1311164,BIRAN GALI
26551,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,3,1311163,BANDIYALI
26552,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,2,1311162,ANDER SERI
26553,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BIRAN GALI,Rural,6,131116,34.180911,73.381712,26,1,1311161,AKHREELA
26554,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,20,13111720,TORI BATTANGI
26555,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,19,13111719,SEHRA DOGA
26556,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,18,13111718,SARHAN
26557,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,17,13111717,SAMBLI
26558,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,16,13111716,RANKOT
26559,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,15,13111715,PALL BOI
26560,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,14,13111714,MOHRI MAIRA
26561,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,13,13111713,MAKREELA
26562,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,12,13111712,GALLI MIRAN
26563,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,11,13111711,DHANNI BOI
26564,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,10,13111710,DEEDAL
26565,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,9,1311179,CHARIYALI
26566,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,8,1311178,CHAK BOI
26567,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,7,1311177,BOI
26568,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,6,1311176,BHOGRAN BOI
26569,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,5,1311175,BARBEEN
26570,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,4,1311174,BANDI SAMAD
26571,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,3,1311173,BANDI PAHAR
26572,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,2,1311172,BANDI HAMZA
26573,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,BOI,Rural,7,131117,34.31268802,73.4429347,20,1,1311171,BAGOTAR
26574,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,28,13111828,TOTANI
26575,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,27,13111827,THANA KHURD
26576,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,26,13111826,THANA
26577,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,25,13111825,SHADIAL
26578,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,24,13111824,SAR BANGALA
26579,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,23,13111823,NAKKA BHURAJ
26580,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,22,13111822,MEHAL
26581,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,21,13111821,KONSIAN
26582,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,20,13111820,KHANI THAT HIARA
26583,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,19,13111819,KASSAKI KHURD
26584,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,18,13111818,KASSAKI KALAN
26585,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,17,13111817,JATAL
26586,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,16,13111816,GORIAN
26587,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,15,13111815,GHORI CHAMHAD
26588,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,14,13111814,FATEH BANDI
26589,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,13,13111813,DARUBBAR
26590,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,12,13111812,DANNA BAYIAN
26591,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,11,13111811,DANNA
26592,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,10,13111810,CHATTA MOHRI
26593,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,9,1311189,CHAMHAD
26594,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,8,1311188,CHAMAK MAIRA
26595,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,7,1311187,BISALA
26596,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,6,1311186,BHURAJ KHASS
26597,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,5,1311185,BHURAJ
26598,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,4,1311184,BERAM GALI
26599,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,3,1311183,BENSARI
26600,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,2,1311182,BATANGI NO 2
26601,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CHAMHAD,Rural,8,131118,34.1141726,73.084788,28,1,1311181,BAGH DARA
26605,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.1464004,73.2161263,6,6,13112106,MUSLIM TOWN
26606,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.1464004,73.2161263,6,5,13112105,MAIN BAZAR
26607,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.1464004,73.2161263,6,4,13112104,KUNJ QADEEM
26608,KHYBER PAKHTUNKHWA,ABBOTTABAD,ABBOTTABAD,1311,CITY URBAN/ CENTRAL ABBOTTABAD,Urban,10,1311210,34.1464004,73.2161263,6,3,13112103,KUNJ JADEED
